275	8382	1	1
276	8393	2	2
277	8409	1	1
278	8420	1	1
279	8431	1	1
280	8442	1	1
281	8453	2	1
282	8470	1	1
283	8481	1	1
284	8492	1	1
285	8503	1	1
286	8514	1	1
287	8525	8	1
288	8571	5	2
289	8604	1	1
290	8615	3	1
291	8638	2	1
292	8655	1	1
293	8666	2	2
294	8683	1	1
295	8694	1	1
296	8705	1	1
297	8716	1	1
298	8727	2	1
299	8744	1	1
300	8756	1	1
301	8768	2	2
302	8786	1	1
303	8798	1	1
304	8810	1	1
305	8822	1	1
306	8834	2	1
307	8852	1	1
308	8864	2	1
309	8882	3	1
310	8906	1	1
311	8918	1	1
312	8930	3	2
313	8954	2	1
314	8972	1	1
315	8984	2	1
316	9001	1	1
317	9013	1	1
318	9025	2	1
319	9042	1	1
320	9054	1	1
321	9066	1	1
322	9078	1	1
323	9090	1	1
324	9102	4	2
325	9130	1	1
326	9142	4	1
327	9170	2	1
328	9188	2	1
329	9206	1	1
330	9218	1	1
331	9230	2	1
332	9247	2	1
333	9265	2	1
334	9282	1	1
335	9294	1	1
336	9306	2	1
337	9322	1	1
338	9334	1	1
339	9346	1	1
340	9358	1	1
341	9370	1	1
342	9382	1	1
343	9394	1	1
344	9406	1	1
345	9418	1	1
346	9430	4	2
347	9459	3	1
348	9483	2	1
349	9501	1	1
350	9513	2	1
351	9530	1	1
352	9542	1	1
353	9554	1	1
354	9566	2	1
355	9583	1	1
356	9595	3	1
357	9617	1	1
358	9629	1	1
359	9641	1	1
360	9653	1	1
361	9665	2	1
362	9681	1	1
363	9693	1	1
364	9705	1	1
365	9717	1	1
366	9729	2	2
367	9747	1	1
368	9759	3	1
369	9780	1	1
370	9792	1	1
371	9804	1	1
372	9816	1	1
373	9828	3	2
374	9851	1	1
375	9863	3	2
376	9887	1	1
377	9899	1	1
378	9911	1	1
379	9923	1	1
380	9935	1	1
381	9947	1	1
382	9959	1	1
383	9971	1	1
384	9983	3	1
385	10004	2	2
386	10022	2	2
387	10040	2	2
388	10058	1	1
389	10070	2	1
390	10086	2	1
391	10102	2	1
392	10119	3	1
393	10140	1	1
394	10152	1	1
395	10164	1	1
396	10176	1	1
397	10188	5	2
398	10222	2	1
399	10239	2	1
400	10256	2	1
401	10273	4	2
402	10301	2	1
403	10318	1	1
404	10330	1	1
405	10342	1	1
406	10354	2	2
407	10372	3	2
408	10394	1	1
409	10406	1	1
410	10418	1	1
411	10430	1	1
412	10442	1	1
413	10454	1	1
414	10466	1	1
415	10478	2	2
416	10496	2	2
417	10514	9	2
418	10567	1	1
419	10579	13	2
420	10641	4	2
421	10670	2	1
422	10687	1	1
423	10699	1	1
424	10711	6	1
425	10747	4	1
426	10773	4	1
427	10799	4	1
428	10825	4	1
429	10851	5	1
430	10881	4	1
431	10907	5	1
432	10939	4	1
433	10968	1	1
434	10979	2	1
435	10996	2	1
436	11013	2	1
437	11030	1	1
438	11041	2	1
439	11058	1	1
440	11069	1	1
441	11080	3	1
442	11102	1	1
443	11113	1	1
444	11124	1	1
445	11135	1	1
446	11146	2	1
447	11162	1	1
448	11173	1	1
449	11184	1	1
450	11195	1	1
451	11206	2	1
452	11222	1	1
453	11233	1	1
454	11244	1	1
455	11255	1	1
456	11266	3	1
457	11287	1	1
458	11298	1	1
459	11309	1	1
460	11321	2	1
461	11338	3	1
462	11361	2	1
463	11379	1	1
464	11391	1	1
465	11403	1	1
466	11415	1	1
467	11427	2	1
468	11444	1	1
469	11456	3	1
470	11480	1	1
471	11492	1	1
472	11504	1	1
473	11516	3	1
474	11539	12	1
475	11597	1	1
476	11609	1	1
477	11621	1	1
478	11633	3	1
479	11657	8	1
480	11705	1	1
481	11717	1	1
482	11729	6	1
483	11768	3	1
484	11792	2	1
485	11810	2	1
486	11828	1	1
487	11840	1	1
488	11852	2	1
489	11870	4	1
490	11897	4	1
491	11925	2	1
492	11943	3	1
493	11966	4	1
494	11993	1	1
495	12005	2	1
496	12023	2	1
497	12041	1	1
498	12053	1	1
499	12065	1	1
500	12077	1	1
501	12089	1	1
502	12101	3	1
503	12124	2	1
504	12142	1	1
505	12154	1	1
506	12166	1	1
507	12178	1	1
508	12190	1	1
509	12202	2	1
510	12220	1	1
511	12232	1	1
512	12244	1	1
513	12256	1	1
514	12268	1	1
515	12280	1	1
516	12292	1	1
517	12304	1	1
518	12316	1	1
519	12328	1	1
520	12340	1	1
521	12352	2	1
522	12370	1	1
523	12382	1	1
524	12394	1	1
525	12406	1	1
526	12418	1	1
527	12430	2	1
528	12448	2	1
529	12466	2	1
530	12482	1	1
531	12494	1	1
532	12506	1	1
533	12518	3	1
534	12541	2	1
535	12558	1	1
536	12570	1	1
537	12582	1	1
538	12594	2	1
539	12611	1	1
540	12623	1	1
541	12635	1	1
542	12647	1	1
543	12659	1	1
544	12671	1	1
545	12683	2	1
546	12701	1	1
547	12713	1	1
548	12725	1	1
549	12737	3	1
550	12760	2	1
551	12777	1	1
552	12789	1	1
553	12801	1	1
554	12813	1	1
555	12825	1	1
556	12837	1	1
557	12849	1	1
558	12861	1	1
559	12873	1	1
560	12885	1	1
561	12897	1	1
562	12909	1	1
563	12921	1	1
564	12933	1	1
565	12945	1	1
566	12957	1	1
567	12969	1	1
568	12981	1	1
569	12993	1	1
570	13005	2	1
571	13022	1	1
572	13034	1	1
573	13046	1	1
574	13058	1	1
575	13070	1	1
576	13082	1	1
577	13094	1	1
578	13106	1	1
579	13118	1	1
580	13130	1	1
581	13142	1	1
582	13154	1	1
583	13166	1	1
584	13178	1	1
585	13190	1	1
586	13202	1	1
587	13214	1	1
588	13226	1	1
589	13238	1	1
590	13250	1	1
591	13262	1	1
592	13274	2	1
593	13291	1	1
